#{"t_start": 1754825888.5967047, "env_id": "None"}
r,l,t
-10.0,1,16620.253491
-10.0,1,16620.276234
-10.0,1,16620.304196
-10.0,1,16620.324611
-10.0,1,16620.355407
-10.0,1,16620.373883
-10.0,1,16620.4031
-10.0,1,16620.423594
-10.0,1,16620.454653
-10.0,1,16620.475055
-10.0,1,16620.504684
-10.0,1,16620.524631
-10.0,1,16620.559115
-10.0,1,16620.578906
-10.0,1,16620.611461
-10.0,1,16620.632686
-10.0,1,16620.664441
-10.0,1,16620.687787
-10.0,1,16620.722249
-10.0,1,16620.744235
-10.0,1,16620.778852
-10.0,1,16620.809431
-10.0,1,16620.838521
-10.0,1,16620.859211
-10.0,1,16620.891922
-10.0,1,16620.917105
-10.0,1,16620.950197
-10.0,1,16620.972583
-10.0,1,16621.006612
-10.0,1,16621.034076
-10.0,1,16621.061067
-10.0,1,16621.08469
-10.0,1,16621.120198
-10.0,1,16621.140296
-10.0,1,16621.166719
-10.0,1,16621.186748
-10.0,1,16621.221134
-10.0,1,16621.241592
-10.0,1,16621.271605
-10.0,1,16621.292804
-10.0,1,16621.330151
-10.0,1,16621.350918
-10.0,1,16621.379119
-10.0,1,16621.40059
-10.0,1,16621.434352
-10.0,1,16621.454667
-10.0,1,16621.483595
-10.0,1,16621.504061
-10.0,1,16621.544117
-10.0,1,16621.569887
-10.0,1,16621.598314
-10.0,1,16621.619651
-10.0,1,16621.650822
-10.0,1,16621.670249
-10.0,1,16621.700731
-10.0,1,16621.726681
-10.0,1,16621.769553
-10.0,1,16621.793728
-10.0,1,16621.826701
-10.0,1,16621.853141
-10.0,1,16621.887647
-10.0,1,16621.909808
-10.0,1,16621.940126
-10.0,1,16621.965635
-10.0,1,16622.002534
-10.0,1,16622.031213
-10.0,1,16622.066108
-10.0,1,16622.087014
-10.0,1,16622.122298
-10.0,1,16622.143602
-10.0,1,16622.174044
-10.0,1,16622.193502
-10.0,1,16622.22752
-10.0,1,16622.254044
-10.0,1,16622.287612
-10.0,1,16622.310827
-10.0,1,16622.344978
-10.0,1,16622.366979
-10.0,1,16622.396832
-10.0,1,16622.417408
-10.0,1,16622.449356
-10.0,1,16622.470327
-10.0,1,16622.51143
-10.0,1,16622.534516
-10.0,1,16622.582525
-10.0,1,16622.603127
-10.0,1,16622.630008
-10.0,1,16622.649305
-10.0,1,16622.678098
-10.0,1,16622.704733
-10.0,1,16622.732174
-10.0,1,16622.753208
-10.0,1,16622.789567
-10.0,1,16622.815283
-10.0,1,16622.841507
-10.0,1,16622.863705
-10.0,1,16622.900853
-10.0,1,16622.920794
-10.0,1,16622.947717
-10.0,1,16622.968183
-10.0,1,16623.003862
-10.0,1,16623.024768
-10.0,1,16623.053794
-10.0,1,16623.075067
-10.0,1,16623.109061
-10.0,1,16623.130096
-10.0,1,16623.158995
-10.0,1,16623.183257
-10.0,1,16623.21836
-10.0,1,16623.237642
-10.0,1,16623.266532
-10.0,1,16623.286826
-10.0,1,16623.322444
-10.0,1,16623.343688
-10.0,1,16623.37559
-10.0,1,16623.39821
-10.0,1,16623.435137
-10.0,1,16623.45699
-10.0,1,16623.48677
-10.0,1,16623.507999
-10.0,1,16623.546477
-10.0,1,16623.570538
-10.0,1,16623.5999
-10.0,1,16623.628719
-10.0,1,16623.670166
-10.0,1,16623.698018
-10.0,1,16623.727539
-10.0,1,16623.752079
-10.0,1,16623.786632
-10.0,1,16623.811906
-10.0,1,16623.843576
-10.0,1,16623.864247
-10.0,1,16623.892517
-10.0,1,16623.911877
-10.0,1,16623.938625
-10.0,1,16623.959912
-10.0,1,16623.990201
-10.0,1,16624.010644
-10.0,1,16624.038882
-10.0,1,16624.061964
-10.0,1,16624.096357
-10.0,1,16624.116997
-10.0,1,16624.146207
-10.0,1,16624.168066
-10.0,1,16624.200035
-10.0,1,16624.221716
-10.0,1,16624.258542
-10.0,1,16624.282266
-10.0,1,16624.314103
-10.0,1,16624.337867
-10.0,1,16624.36839
-10.0,1,16624.389676
-10.0,1,16624.421951
-10.0,1,16624.443294
-10.0,1,16624.472186
-10.0,1,16624.491738
-10.0,1,16624.52461
-10.0,1,16624.551445
-10.0,1,16624.58161
-10.0,1,16624.602755
-10.0,1,16624.636271
-10.0,1,16624.657689
-10.0,1,16624.690227
-10.0,1,16624.710195
-10.0,1,16624.743199
-10.0,1,16624.76652
-10.0,1,16624.795836
-10.0,1,16624.819604
-10.0,1,16624.852092
-10.0,1,16624.872055
-10.0,1,16624.903166
-10.0,1,16624.923757
-10.0,1,16624.955165
-10.0,1,16624.975876
-10.0,1,16625.006454
-10.0,1,16625.027457
-10.0,1,16625.058781
-10.0,1,16625.080685
-10.0,1,16625.11351
-10.0,1,16625.134869
-10.0,1,16625.167459
-10.0,1,16625.189721
-10.0,1,16625.230668
-10.0,1,16625.252055
-10.0,1,16625.291456
-10.0,1,16625.315011
-10.0,1,16625.343235
-10.0,1,16625.364192
-10.0,1,16625.394778
-10.0,1,16625.415506
-10.0,1,16625.443292
-10.0,1,16625.463495
-10.0,1,16625.49463
-10.0,1,16625.518126
-10.0,1,16625.551729
-10.0,1,16625.573649
-10.0,1,16625.605705
-10.0,1,16625.630239
-10.0,1,16625.658939
-10.0,1,16625.680122
-10.0,1,16625.710123
-10.0,1,16625.731852
-10.0,1,16625.76042
-10.0,1,16625.780842
-10.0,1,16625.816325
-10.0,1,16625.838211
-10.0,1,16625.868248
-10.0,1,16625.889812
-10.0,1,16625.919719
-10.0,1,16625.948807
-10.0,1,16625.975307
-10.0,1,16625.996909
-10.0,1,16626.029973
-10.0,1,16626.053444
-10.0,1,16626.085691
-10.0,1,16626.110244
-10.0,1,16626.14858
-10.0,1,16626.169217
-10.0,1,16626.197868
-10.0,1,16626.218956
-10.0,1,16626.253262
-10.0,1,16626.274038
-10.0,1,16626.302997
-10.0,1,16626.324733
-10.0,1,16626.361503
-10.0,1,16626.382893
-10.0,1,16626.412726
-10.0,1,16626.432985
-10.0,1,16626.467244
-10.0,1,16626.48748
-10.0,1,16626.516375
-10.0,1,16626.540586
-10.0,1,16626.574951
-10.0,1,16626.596115
-10.0,1,16626.624779
-10.0,1,16626.645615
-10.0,1,16626.678759
-10.0,1,16626.699457
-10.0,1,16626.727738
-10.0,1,16626.748415
-10.0,1,16626.77947
-10.0,1,16626.801286
-10.0,1,16626.832406
-10.0,1,16626.852765
-10.0,1,16626.887313
-10.0,1,16626.908394
-10.0,1,16626.936512
-10.0,1,16626.957075
-10.0,1,16626.992094
-10.0,1,16627.012567
-10.0,1,16627.040273
-10.0,1,16627.061138
-10.0,1,16627.094207
-10.0,1,16627.114168
-10.0,1,16627.141696
-10.0,1,16627.166684
-10.0,1,16627.199437
-10.0,1,16627.221079
-10.0,1,16627.252038
-10.0,1,16627.273997
-10.0,1,16627.323797
-10.0,1,16627.346011
-10.0,1,16627.375637
-10.0,1,16627.399484
-10.0,1,16627.432702
-10.0,1,16627.453371
-10.0,1,16627.482695
-10.0,1,16627.505512
-10.0,1,16627.541262
-10.0,1,16627.562557
-10.0,1,16627.590588
-10.0,1,16627.613716
-10.0,1,16627.644429
-10.0,1,16627.664294
-10.0,1,16627.693187
-10.0,1,16627.715373
-10.0,1,16627.754147
-10.0,1,16627.773423
-10.0,1,16627.801364
-10.0,1,16627.829329
-10.0,1,16627.862138
-10.0,1,16627.884135
-10.0,1,16627.917964
-10.0,1,16627.943361
-10.0,1,16627.973757
-10.0,1,16628.000298
-10.0,1,16628.032352
-10.0,1,16628.053254
-10.0,1,16628.084807
-10.0,1,16628.105724
-10.0,1,16628.136592
-10.0,1,16628.156677
-10.0,1,16628.185291
-10.0,1,16628.205416
-10.0,1,16628.238271
-10.0,1,16628.258759
-10.0,1,16628.290221
-10.0,1,16628.310462
-10.0,1,16628.340577
-10.0,1,16628.361278
-10.0,1,16628.390116
-10.0,1,16628.410165
-10.0,1,16628.443711
-10.0,1,16628.465745
-10.0,1,16628.499505
-10.0,1,16628.521754
-10.0,1,16628.557431
-10.0,1,16628.580545
-10.0,1,16628.614778
-10.0,1,16628.637551
-10.0,1,16628.670662
-10.0,1,16628.693841
-10.0,1,16628.723825
-10.0,1,16628.743951
-10.0,1,16628.771487
-10.0,1,16628.790403
-10.0,1,16628.82331
-10.0,1,16628.843075
-10.0,1,16628.872601
-10.0,1,16628.893633
-10.0,1,16628.925318
-10.0,1,16628.946021
-10.0,1,16628.976048
-10.0,1,16628.996842
-10.0,1,16629.029212
-10.0,1,16629.049824
-10.0,1,16629.080685
-10.0,1,16629.101257
-10.0,1,16629.132884
-10.0,1,16629.152932
-10.0,1,16629.184271
-10.0,1,16629.207688
-10.0,1,16629.23713
-10.0,1,16629.258028
-10.0,1,16629.29042
-10.0,1,16629.311232
-10.0,1,16629.343479
-10.0,1,16629.36383
-10.0,1,16629.394596
-10.0,1,16629.414988
-10.0,1,16629.446793
-10.0,1,16629.467758
-10.0,1,16629.499097
-10.0,1,16629.520139
-10.0,1,16629.555727
-10.0,1,16629.576442
-10.0,1,16629.607589
-10.0,1,16629.629217
-10.0,1,16629.661241
-10.0,1,16629.681865
-10.0,1,16629.713321
-10.0,1,16629.735239
-10.0,1,16629.76687
-10.0,1,16629.787797
-10.0,1,16629.826349
-10.0,1,16629.846939
-10.0,1,16629.879148
-10.0,1,16629.898094
-10.0,1,16629.926424
-10.0,1,16629.946567
-10.0,1,16629.980442
-10.0,1,16630.000064
-10.0,1,16630.02998
-10.0,1,16630.049778
-10.0,1,16630.081903
-10.0,1,16630.101811
-10.0,1,16630.13249
-10.0,1,16630.15335
-10.0,1,16630.184733
-10.0,1,16630.204745
-10.0,1,16630.236286
-10.0,1,16630.257121
-10.0,1,16630.287884
-10.0,1,16630.308936
-10.0,1,16630.338005
-10.0,1,16630.358537
-10.0,1,16630.390001
-10.0,1,16630.410718
-10.0,1,16630.440574
-10.0,1,16630.460868
-10.0,1,16630.49405
-10.0,1,16630.514721
-10.0,1,16630.548314
-10.0,1,16630.568758
-10.0,1,16630.600474
-10.0,1,16630.622754
-10.0,1,16630.652175
-10.0,1,16630.673192
-10.0,1,16630.704228
-10.0,1,16630.724668
-10.0,1,16630.754906
-10.0,1,16630.775324
-10.0,1,16630.810039
-10.0,1,16630.829992
-10.0,1,16630.859335
-10.0,1,16630.880247
-10.0,1,16630.911617
-10.0,1,16630.932291
-10.0,1,16630.96211
-10.0,1,16630.98227
-10.0,1,16631.014138
-10.0,1,16631.034418
-10.0,1,16631.06443
-10.0,1,16631.085174
-10.0,1,16631.117147
-10.0,1,16631.138928
-10.0,1,16631.169437
-10.0,1,16631.208766
-10.0,1,16631.240756
-10.0,1,16631.26352
-10.0,1,16631.292726
-10.0,1,16631.314651
-10.0,1,16631.346188
-10.0,1,16631.370167
-10.0,1,16631.400706
-10.0,1,16631.422464
-10.0,1,16631.45751
-10.0,1,16631.482511
-10.0,1,16631.514102
-10.0,1,16631.533045
-10.0,1,16631.561881
-10.0,1,16631.582823
-10.0,1,16631.610662
-10.0,1,16631.631435
-10.0,1,16631.663879
-10.0,1,16631.687866
-10.0,1,16631.717737
-10.0,1,16631.73866
-10.0,1,16631.772623
-10.0,1,16631.795352
-10.0,1,16631.826285
-10.0,1,16631.846969
-10.0,1,16631.878138
-10.0,1,16631.901552
-10.0,1,16631.930716
-10.0,1,16631.951318
-10.0,1,16631.993007
-10.0,1,16632.015246
-10.0,1,16632.045707
-10.0,1,16632.06663
-10.0,1,16632.105255
-10.0,1,16632.124268
-10.0,1,16632.149697
-10.0,1,16632.169566
-10.0,1,16632.203044
-10.0,1,16632.222907
-10.0,1,16632.250575
-10.0,1,16632.271542
-10.0,1,16632.303276
-10.0,1,16632.32277
-10.0,1,16632.348771
-10.0,1,16632.369495
-10.0,1,16632.402526
-10.0,1,16632.425539
-10.0,1,16632.452633
-10.0,1,16632.473088
-10.0,1,16632.506395
-10.0,1,16632.532729
-10.0,1,16632.561224
-10.0,1,16632.581506
-10.0,1,16632.613437
-10.0,1,16632.63655
-10.0,1,16632.66432
-10.0,1,16632.687488
-10.0,1,16632.724142
-10.0,1,16632.746972
-10.0,1,16632.782289
-10.0,1,16632.803702
-10.0,1,16632.837801
-10.0,1,16632.859175
-10.0,1,16632.88576
-10.0,1,16632.905326
-10.0,1,16632.942299
-10.0,1,16632.96157
-10.0,1,16632.990396
-10.0,1,16633.011849
-10.0,1,16633.049321
-10.0,1,16633.070688
-10.0,1,16633.099232
-10.0,1,16633.120721
-10.0,1,16633.156246
-10.0,1,16633.17579
-10.0,1,16633.202892
-10.0,1,16633.224143
-10.0,1,16633.259496
-10.0,1,16633.279985
-10.0,1,16633.310351
-10.0,1,16633.33053
-10.0,1,16633.365102
-10.0,1,16633.386354
-10.0,1,16633.41496
-10.0,1,16633.436106
-10.0,1,16633.470498
-10.0,1,16633.492784
-10.0,1,16633.520981
-10.0,1,16633.546172
-10.0,1,16633.582136
-10.0,1,16633.60109
-10.0,1,16633.62819
-10.0,1,16633.64744
-10.0,1,16633.678332
-10.0,1,16633.698583
-10.0,1,16633.726374
-10.0,1,16633.746551
-10.0,1,16633.780036
-10.0,1,16633.800043
-10.0,1,16633.828296
-10.0,1,16633.84877
-10.0,1,16633.881828
-10.0,1,16633.902278
-10.0,1,16633.930433
-10.0,1,16633.950571
-10.0,1,16633.983783
-10.0,1,16634.005024
-10.0,1,16634.03189
-10.0,1,16634.054026
-10.0,1,16634.090233
-10.0,1,16634.110652
-10.0,1,16634.140274
-10.0,1,16634.163504
-10.0,1,16634.202918
-10.0,1,16634.224949
-10.0,1,16634.259793
-10.0,1,16634.282824
-10.0,1,16634.320879
-10.0,1,16634.341682
-10.0,1,16634.369461
-10.0,1,16634.38988
-10.0,1,16634.422437
-10.0,1,16634.443635
-10.0,1,16634.471954
-10.0,1,16634.492451
-10.0,1,16634.526276
-10.0,1,16634.548518
-10.0,1,16634.579663
-10.0,1,16634.59963
-10.0,1,16634.632744
-10.0,1,16634.654763
-10.0,1,16634.683942
-10.0,1,16634.70656
-10.0,1,16634.743222
-10.0,1,16634.765034
-10.0,1,16634.793266
-10.0,1,16634.820033
-10.0,1,16634.852496
-10.0,1,16634.873145
-10.0,1,16634.900477
-10.0,1,16634.923205
-10.0,1,16634.954238
-10.0,1,16634.974878
-10.0,1,16635.002434
-10.0,1,16635.025231
-10.0,1,16635.056954
-10.0,1,16635.079869
-10.0,1,16635.108167
-10.0,1,16635.131552
-10.0,1,16635.165378
-10.0,1,16635.189141
-10.0,1,16635.217602
-10.0,1,16635.239934
-10.0,1,16635.271238
-10.0,1,16635.292073
-10.0,1,16635.32093
-10.0,1,16635.344501
-10.0,1,16635.378196
-10.0,1,16635.401145
-10.0,1,16635.429367
-10.0,1,16635.452271
-10.0,1,16635.483595
-10.0,1,16635.503952
-10.0,1,16635.531811
-10.0,1,16635.555252
-10.0,1,16635.588905
-10.0,1,16635.60849
-10.0,1,16635.636002
-10.0,1,16635.660015
-10.0,1,16635.693296
-10.0,1,16635.714394
-10.0,1,16635.740942
-10.0,1,16635.761905
-10.0,1,16635.792372
-10.0,1,16635.816943
-10.0,1,16635.845339
-10.0,1,16635.869197
-10.0,1,16635.90319
-10.0,1,16635.927096
-10.0,1,16635.95916
-10.0,1,16635.985563
-10.0,1,16636.017849
-10.0,1,16636.042681
-10.0,1,16636.074976
-10.0,1,16636.102008
-10.0,1,16636.134974
-10.0,1,16636.155735
-10.0,1,16636.186832
-10.0,1,16636.20764
-10.0,1,16636.239471
-10.0,1,16636.260596
-10.0,1,16636.292449
-10.0,1,16636.315362
-10.0,1,16636.347005
-10.0,1,16636.365669
-10.0,1,16636.394231
-10.0,1,16636.413838
-10.0,1,16636.444947
-10.0,1,16636.465285
-10.0,1,16636.495432
-10.0,1,16636.516635
-10.0,1,16636.552465
-10.0,1,16636.573592
-10.0,1,16636.607052
-10.0,1,16636.628312
-10.0,1,16636.662129
-10.0,1,16636.685427
-10.0,1,16636.717813
-10.0,1,16636.740159
-10.0,1,16636.775013
-10.0,1,16636.796469
-10.0,1,16636.828462
-10.0,1,16636.849357
-10.0,1,16636.882045
-10.0,1,16636.903964
-10.0,1,16636.933679
-10.0,1,16636.95509
-10.0,1,16636.986823
-10.0,1,16637.007335
-10.0,1,16637.038975
-10.0,1,16637.061473
-10.0,1,16637.094232
-10.0,1,16637.120826
-10.0,1,16637.148627
-10.0,1,16637.170134
-10.0,1,16637.202958
-10.0,1,16637.225902
-10.0,1,16637.254346
-10.0,1,16637.275403
-10.0,1,16637.307842
-10.0,1,16637.330947
-10.0,1,16637.358811
-10.0,1,16637.380198
-10.0,1,16637.411705
-10.0,1,16637.434443
-10.0,1,16637.462313
-10.0,1,16637.482949
-10.0,1,16637.516185
-10.0,1,16637.547343
-10.0,1,16637.575725
-10.0,1,16637.596417
-10.0,1,16637.630419
-10.0,1,16637.655775
-10.0,1,16637.683815
-10.0,1,16637.705219
-10.0,1,16637.738758
-10.0,1,16637.763807
-10.0,1,16637.795205
-10.0,1,16637.822337
-10.0,1,16637.856616
-10.0,1,16637.877297
-10.0,1,16637.907311
-10.0,1,16637.930046
-10.0,1,16637.968252
-10.0,1,16637.993313
-10.0,1,16638.021354
-10.0,1,16638.042346
-10.0,1,16638.076591
-10.0,1,16638.097299
-10.0,1,16638.125826
-10.0,1,16638.146561
-10.0,1,16638.183277
-10.0,1,16638.204384
-10.0,1,16638.232269
-10.0,1,16638.254077
-10.0,1,16638.287549
-10.0,1,16638.307758
-10.0,1,16638.33579
-10.0,1,16638.357009
-10.0,1,16638.390406
-10.0,1,16638.418352
-10.0,1,16638.446208
-10.0,1,16638.468944
-10.0,1,16638.504798
-10.0,1,16638.528337
-10.0,1,16638.560101
-10.0,1,16638.584983
-10.0,1,16638.620533
-10.0,1,16638.642598
-10.0,1,16638.674825
-10.0,1,16638.699594
-10.0,1,16638.733347
-10.0,1,16638.755055
-10.0,1,16638.785796
-10.0,1,16638.814403
-10.0,1,16638.846354
-10.0,1,16638.86974
-10.0,1,16638.900172
-10.0,1,16638.923133
-10.0,1,16638.954817
-10.0,1,16638.97612
-10.0,1,16639.007421
-10.0,1,16639.027987
-10.0,1,16639.055356
-10.0,1,16639.076342
-10.0,1,16639.102799
-10.0,1,16639.125824
-10.0,1,16639.155893
-10.0,1,16639.176605
-10.0,1,16639.207418
-10.0,1,16639.231348
-10.0,1,16639.265778
-10.0,1,16639.287762
-10.0,1,16639.320373
-10.0,1,16639.341914
-10.0,1,16639.375778
-10.0,1,16639.399007
-10.0,1,16639.433167
-10.0,1,16639.453832
-10.0,1,16639.483016
-10.0,1,16639.504433
-10.0,1,16639.543643
-10.0,1,16639.571292
-10.0,1,16639.601134
-10.0,1,16639.620778
-10.0,1,16639.648342
-10.0,1,16639.668985
-10.0,1,16639.701889
-10.0,1,16639.72232
-10.0,1,16639.753914
-10.0,1,16639.776371
-10.0,1,16639.815255
-10.0,1,16639.83517
-10.0,1,16639.862869
-10.0,1,16639.883165
-10.0,1,16639.912703
-10.0,1,16639.93396
-10.0,1,16639.963882
-10.0,1,16639.984357
-10.0,1,16640.01509
-10.0,1,16640.035867
-10.0,1,16640.067019
-10.0,1,16640.087698
-10.0,1,16640.119072
-10.0,1,16640.139247
-10.0,1,16640.170326
-10.0,1,16640.190652
-10.0,1,16640.224864
-10.0,1,16640.246188
-10.0,1,16640.27689
-10.0,1,16640.299652
-10.0,1,16640.333673
-10.0,1,16640.35682
-10.0,1,16640.390939
-10.0,1,16640.413835
-10.0,1,16640.445188
-10.0,1,16640.464415
-10.0,1,16640.492242
-10.0,1,16640.512831
-10.0,1,16640.546837
-10.0,1,16640.569032
-10.0,1,16640.599796
-10.0,1,16640.620278
-10.0,1,16640.65052
-10.0,1,16640.671317
-10.0,1,16640.704324
-10.0,1,16640.723562
-10.0,1,16640.752557
-10.0,1,16640.773581
-10.0,1,16640.807524
-10.0,1,16640.826801
-10.0,1,16640.85819
-10.0,1,16640.878874
-10.0,1,16640.908891
-10.0,1,16640.929394
-10.0,1,16640.961967
-10.0,1,16640.983202
-10.0,1,16641.013645
-10.0,1,16641.036975
-10.0,1,16641.075315
-10.0,1,16641.097823
-10.0,1,16641.125642
-10.0,1,16641.146979
-10.0,1,16641.179252
-10.0,1,16641.205272
-10.0,1,16641.231644
-10.0,1,16641.253102
-10.0,1,16641.289066
-10.0,1,16641.315701
-10.0,1,16641.345831
-10.0,1,16641.36834
-10.0,1,16641.401689
-10.0,1,16641.425083
-10.0,1,16641.457396
-10.0,1,16641.478263
-10.0,1,16641.512554
-10.0,1,16641.540646
-10.0,1,16641.572293
-10.0,1,16641.596067
-10.0,1,16641.633627
-10.0,1,16641.656183
-10.0,1,16641.687994
-10.0,1,16641.709666
-10.0,1,16641.742782
-10.0,1,16641.763481
-10.0,1,16641.792368
-10.0,1,16641.817157
-10.0,1,16641.85224
-10.0,1,16641.875681
-10.0,1,16641.906711
-10.0,1,16641.926635
-10.0,1,16641.959309
-10.0,1,16641.980605
-10.0,1,16642.009212
-10.0,1,16642.031058
-10.0,1,16642.067994
-10.0,1,16642.090501
-10.0,1,16642.122018
-10.0,1,16642.148297
-10.0,1,16642.182581
-10.0,1,16642.202189
-10.0,1,16642.231046
-10.0,1,16642.260138
-10.0,1,16642.294629
-10.0,1,16642.316283
-10.0,1,16642.344672
-10.0,1,16642.371957
-10.0,1,16642.415778
-10.0,1,16642.438288
-10.0,1,16642.47375
-10.0,1,16642.496168
-10.0,1,16642.531906
-10.0,1,16642.553029
-10.0,1,16642.58927
-10.0,1,16642.611639
-10.0,1,16642.644177
-10.0,1,16642.670603
-10.0,1,16642.704723
-10.0,1,16642.729461
-10.0,1,16642.763023
-10.0,1,16642.786074
-10.0,1,16642.821459
-10.0,1,16642.843249
-10.0,1,16642.879584
-10.0,1,16642.90261
-10.0,1,16642.932683
-10.0,1,16642.955563
-10.0,1,16642.99714
-10.0,1,16643.01829
-10.0,1,16643.047726
-10.0,1,16643.06943
-10.0,1,16643.105344
-10.0,1,16643.128939
-10.0,1,16643.15818
-10.0,1,16643.179574
-10.0,1,16643.214031
-10.0,1,16643.23409
-10.0,1,16643.270833
-10.0,1,16643.300342
-10.0,1,16643.339725
-10.0,1,16643.3627
-10.0,1,16643.393635
-10.0,1,16643.417582
-10.0,1,16643.451561
-10.0,1,16643.474407
-10.0,1,16643.512848
-10.0,1,16643.536286
-10.0,1,16643.570611
-10.0,1,16643.594359
-10.0,1,16643.628143
-10.0,1,16643.649967
-10.0,1,16643.683126
-10.0,1,16643.704991
-10.0,1,16643.736298
-10.0,1,16643.756632
-10.0,1,16643.791289
-10.0,1,16643.822215
-10.0,1,16643.855512
-10.0,1,16643.880738
-10.0,1,16643.912994
-10.0,1,16643.938911
-10.0,1,16643.96757
-10.0,1,16643.989507
-10.0,1,16644.023553
-10.0,1,16644.045163
-10.0,1,16644.070991
-10.0,1,16644.094175
-10.0,1,16644.133782
-10.0,1,16644.155324
-10.0,1,16644.183054
-10.0,1,16644.202827
-10.0,1,16644.235741
-10.0,1,16644.255974
-10.0,1,16644.285319
-10.0,1,16644.306154
-10.0,1,16644.341507
-10.0,1,16644.362041
-10.0,1,16644.38885
-10.0,1,16644.409417
-10.0,1,16644.445345
-10.0,1,16644.464718
-10.0,1,16644.491642
-10.0,1,16644.514198
-10.0,1,16644.555314
-10.0,1,16644.576828
-10.0,1,16644.606582
-10.0,1,16644.626789
-10.0,1,16644.661297
-10.0,1,16644.6853
-10.0,1,16644.712242
-10.0,1,16644.73281
-10.0,1,16644.769088
-10.0,1,16644.79133
-10.0,1,16644.836576
-10.0,1,16644.857904
-10.0,1,16644.890918
-10.0,1,16644.911385
-10.0,1,16644.940296
-10.0,1,16644.962581
-10.0,1,16644.996487
-10.0,1,16645.018809
-10.0,1,16645.047225
-10.0,1,16645.066922
-10.0,1,16645.103347
-10.0,1,16645.127765
-10.0,1,16645.154183
-10.0,1,16645.176679
-10.0,1,16645.206983
-10.0,1,16645.22918
-10.0,1,16645.272243
-10.0,1,16645.299147
-10.0,1,16645.332325
-10.0,1,16645.35432
-10.0,1,16645.383952
-10.0,1,16645.405367
-10.0,1,16645.435182
-10.0,1,16645.460362
-10.0,1,16645.488832
-10.0,1,16645.511617
-10.0,1,16645.550006
-10.0,1,16645.571064
-10.0,1,16645.603111
-10.0,1,16645.624686
-10.0,1,16645.662733
-10.0,1,16645.684358
-10.0,1,16645.714864
-10.0,1,16645.735289
-10.0,1,16645.767388
-10.0,1,16645.788339
-10.0,1,16645.823209
-10.0,1,16645.844101
-10.0,1,16645.875223
-10.0,1,16645.897263
-10.0,1,16645.927401
-10.0,1,16645.947554
-10.0,1,16645.97909
-10.0,1,16645.998783
-10.0,1,16646.027017
-10.0,1,16646.047925
-10.0,1,16646.079827
-10.0,1,16646.102136
-10.0,1,16646.133267
-10.0,1,16646.151819
-10.0,1,16646.184264
-10.0,1,16646.204176
-10.0,1,16646.235672
-10.0,1,16646.258765
-10.0,1,16646.292099
-10.0,1,16646.314378
-10.0,1,16646.346224
-10.0,1,16646.368823
-10.0,1,16646.403362
-10.0,1,16646.424127
-10.0,1,16646.4523
-10.0,1,16646.477043
-10.0,1,16646.508562
-10.0,1,16646.532195
-10.0,1,16646.57148
-10.0,1,16646.592084
-10.0,1,16646.621527
-10.0,1,16646.640525
-10.0,1,16646.669705
-10.0,1,16646.693119
-10.0,1,16646.723052
-10.0,1,16646.743488
-10.0,1,16646.773144
-10.0,1,16646.794425
-10.0,1,16646.829917
-10.0,1,16646.849447
-10.0,1,16646.879908
-10.0,1,16646.900948
-10.0,1,16646.932541
-10.0,1,16646.952977
-10.0,1,16646.983611
-10.0,1,16647.003651
-10.0,1,16647.035601
-10.0,1,16647.056366
-10.0,1,16647.087078
-10.0,1,16647.108625
-10.0,1,16647.140985
-10.0,1,16647.159175
-10.0,1,16647.188579
-10.0,1,16647.209653
-10.0,1,16647.242425
-10.0,1,16647.264913
-10.0,1,16647.293898
-10.0,1,16647.315669
-10.0,1,16647.349454
-10.0,1,16647.369502
-10.0,1,16647.397822
-10.0,1,16647.420799
-10.0,1,16647.451896
-10.0,1,16647.480777
-10.0,1,16647.510499
-10.0,1,16647.531164
-10.0,1,16647.564878
-10.0,1,16647.588468
-10.0,1,16647.617419
-10.0,1,16647.63973
-10.0,1,16647.671145
-10.0,1,16647.694728
-10.0,1,16647.72547
-10.0,1,16647.749339
-10.0,1,16647.786349
-10.0,1,16647.815819
-10.0,1,16647.846639
-10.0,1,16647.864992
-10.0,1,16647.895481
-10.0,1,16647.917821
-10.0,1,16647.943613
-10.0,1,16647.962975
-10.0,1,16647.995439
-10.0,1,16648.01842
-10.0,1,16648.045764
-10.0,1,16648.064692
-10.0,1,16648.098254
-10.0,1,16648.120248
-10.0,1,16648.147658
-10.0,1,16648.168157
-10.0,1,16648.201503
-10.0,1,16648.224655
-10.0,1,16648.252877
-10.0,1,16648.273915
-10.0,1,16648.30559
-10.0,1,16648.328207
-10.0,1,16648.358263
-10.0,1,16648.379006
-10.0,1,16648.41117
-10.0,1,16648.433468
-10.0,1,16648.461431
-10.0,1,16648.483146
-10.0,1,16648.515661
-10.0,1,16648.542607
-10.0,1,16648.571675
-10.0,1,16648.594444
-10.0,1,16648.624812
-10.0,1,16648.646332
-10.0,1,16648.674001
-10.0,1,16648.695896
-10.0,1,16648.726754
-10.0,1,16648.749448
-10.0,1,16648.778121
-10.0,1,16648.798618
-10.0,1,16648.834049
-10.0,1,16648.859299
-10.0,1,16648.886739
-10.0,1,16648.907848
-10.0,1,16648.940093
-10.0,1,16648.962233
-10.0,1,16648.990767
-10.0,1,16649.011139
-10.0,1,16649.04116
-10.0,1,16649.063739
-10.0,1,16649.091527
-10.0,1,16649.112878
-10.0,1,16649.143994
-10.0,1,16649.165987
