#{"t_start": 1754825888.5967047, "env_id": "None"}
r,l,t
-10.0,1,360.3465
-10.0,1,360.370807
-10.0,1,360.39291
-10.0,1,360.41959
-10.0,1,360.440663
-10.0,1,360.469477
-10.0,1,360.489341
-10.0,1,360.515865
-10.0,1,360.534224
-10.0,1,360.561072
-10.0,1,360.5789
-10.0,1,360.607692
-10.0,1,360.624422
-10.0,1,360.654263
-10.0,1,360.670919
-10.0,1,360.701481
-10.0,1,360.717938
-10.0,1,360.744935
-10.0,1,360.763887
-10.0,1,360.793804
-10.0,1,360.810727
-10.0,1,360.83558
-10.0,1,360.8557
-10.0,1,360.881963
-10.0,1,360.903112
-10.0,1,360.924382
-10.0,1,360.943395
-10.0,1,360.971391
-10.0,1,360.991233
-10.0,1,361.014044
-10.0,1,361.030611
-10.0,1,361.061811
-10.0,1,361.077694
-10.0,1,361.10223
-10.0,1,361.11945
-10.0,1,361.151739
-10.0,1,361.172639
-10.0,1,361.208105
-10.0,1,361.226406
-10.0,1,361.255923
-10.0,1,361.277919
-10.0,1,361.304636
-10.0,1,361.327441
-10.0,1,361.36165
-10.0,1,361.382037
-10.0,1,361.411401
-10.0,1,361.430522
-10.0,1,361.539978
-10.0,1,361.604785
-10.0,1,361.709567
-10.0,1,361.794348
-10.0,1,361.895755
-10.0,1,361.979084
-10.0,1,362.09995
-10.0,1,362.149124
-10.0,1,362.264517
-10.0,1,362.306199
-10.0,1,362.358552
-10.0,1,362.511918
-10.0,1,362.591715
-10.0,1,362.640477
-10.0,1,362.701814
-10.0,1,362.726893
-10.0,1,362.757751
-10.0,1,362.782444
-10.0,1,362.814632
-10.0,1,362.831246
-10.0,1,362.861066
-10.0,1,362.87816
-10.0,1,362.914015
-10.0,1,362.94241
-10.0,1,362.973971
-10.0,1,363.003336
-10.0,1,363.038085
-10.0,1,363.060471
-10.0,1,363.095499
-10.0,1,363.123195
-10.0,1,363.158456
-10.0,1,363.18057
-10.0,1,363.272493
-10.0,1,363.297872
-10.0,1,363.330548
-10.0,1,363.352305
-10.0,1,363.388165
-10.0,1,363.409326
-10.0,1,363.443466
-10.0,1,363.474387
-10.0,1,363.517893
-10.0,1,363.546851
-10.0,1,363.579381
-10.0,1,363.608362
-10.0,1,363.655109
-10.0,1,363.678563
-10.0,1,363.709738
-10.0,1,363.733827
-10.0,1,363.782501
-10.0,1,363.805033
-10.0,1,363.832785
-10.0,1,363.857238
-10.0,1,363.883039
-10.0,1,363.902475
-10.0,1,363.927511
-10.0,1,363.951556
-10.0,1,363.977525
-10.0,1,363.995903
-10.0,1,364.022554
-10.0,1,364.041924
-10.0,1,364.075979
-10.0,1,364.09378
-10.0,1,364.116972
-10.0,1,364.135587
-10.0,1,364.183544
-10.0,1,364.217702
-10.0,1,364.249866
-10.0,1,364.276204
-10.0,1,364.303385
-10.0,1,364.320898
-10.0,1,364.354211
-10.0,1,364.38557
-10.0,1,364.42707
-10.0,1,364.451644
-10.0,1,364.498379
-10.0,1,364.522124
-10.0,1,364.570193
-10.0,1,364.592941
-10.0,1,364.619202
-10.0,1,364.636522
-10.0,1,364.666327
-10.0,1,364.685019
-10.0,1,364.711425
-10.0,1,364.742958
-10.0,1,364.808296
-10.0,1,364.908867
-10.0,1,364.959617
-10.0,1,365.067735
-10.0,1,365.159591
-10.0,1,365.177025
-10.0,1,365.211892
-10.0,1,365.234116
-10.0,1,365.263228
-10.0,1,365.28351
-10.0,1,365.307355
-10.0,1,365.332467
-10.0,1,365.361689
-10.0,1,365.380484
-10.0,1,365.406003
-10.0,1,365.431737
-10.0,1,365.463917
-10.0,1,365.482488
-10.0,1,365.511288
-10.0,1,365.533985
-10.0,1,365.560535
-10.0,1,365.578934
-10.0,1,365.603472
-10.0,1,365.622923
-10.0,1,365.654518
-10.0,1,365.672672
-10.0,1,365.699564
-10.0,1,365.717235
-10.0,1,365.748643
-10.0,1,365.766078
-10.0,1,365.792588
-10.0,1,365.810298
-10.0,1,365.840644
-10.0,1,365.860005
-10.0,1,365.885005
-10.0,1,365.903467
-10.0,1,365.933275
-10.0,1,365.953796
-10.0,1,365.97817
-10.0,1,365.996576
-10.0,1,366.023667
-10.0,1,366.044552
-10.0,1,366.069908
-10.0,1,366.089337
-10.0,1,366.115768
-10.0,1,366.135992
-10.0,1,366.163209
-10.0,1,366.182195
-10.0,1,366.212359
-10.0,1,366.234256
-10.0,1,366.258435
-10.0,1,366.279689
-10.0,1,366.307829
-10.0,1,366.325425
-10.0,1,366.352594
-10.0,1,366.372489
-10.0,1,366.401558
-10.0,1,366.420206
-10.0,1,366.446295
-10.0,1,366.471434
-10.0,1,366.49956
-10.0,1,366.516795
-10.0,1,366.543202
-10.0,1,366.560896
-10.0,1,366.590874
-10.0,1,366.609247
-10.0,1,366.636724
-10.0,1,366.655499
-10.0,1,366.686614
-10.0,1,366.703968
-10.0,1,366.73003
-10.0,1,366.749181
-10.0,1,366.776174
-10.0,1,366.798089
-10.0,1,366.821275
-10.0,1,366.841557
-10.0,1,366.868645
-10.0,1,366.891477
-10.0,1,366.915277
-10.0,1,366.935048
-10.0,1,366.961626
-10.0,1,366.979968
-10.0,1,367.006898
-10.0,1,367.023704
-10.0,1,367.053895
-10.0,1,367.070951
-10.0,1,367.098916
-10.0,1,367.115805
-10.0,1,367.146439
-10.0,1,367.164694
-10.0,1,367.189124
-10.0,1,367.210655
-10.0,1,367.244622
-10.0,1,367.262925
-10.0,1,367.293205
-10.0,1,367.312445
-10.0,1,367.347278
-10.0,1,367.364944
-10.0,1,367.39107
-10.0,1,367.411798
-10.0,1,367.446203
-10.0,1,367.470093
-10.0,1,367.501301
-10.0,1,367.5243
-10.0,1,367.5622
-10.0,1,367.584438
-10.0,1,367.613267
-10.0,1,367.638832
-10.0,1,367.675101
-10.0,1,367.709881
-10.0,1,367.746507
-10.0,1,367.770445
-10.0,1,367.807035
-10.0,1,367.844675
-10.0,1,367.8741
-10.0,1,367.894135
-10.0,1,367.922013
-10.0,1,367.944283
-10.0,1,367.96826
-10.0,1,367.988836
-10.0,1,368.032505
-10.0,1,368.05794
-10.0,1,368.093368
-10.0,1,368.121429
-10.0,1,368.158878
-10.0,1,368.179074
-10.0,1,368.216051
-10.0,1,368.236655
-10.0,1,368.273678
-10.0,1,368.294239
-10.0,1,368.329605
-10.0,1,368.350199
-10.0,1,368.37924
-10.0,1,368.399045
-10.0,1,368.421737
-10.0,1,368.441687
-10.0,1,368.47663
-10.0,1,368.498588
-10.0,1,368.524852
-10.0,1,368.544827
-10.0,1,368.577659
-10.0,1,368.599471
-10.0,1,368.626393
-10.0,1,368.647361
-10.0,1,368.678922
-10.0,1,368.700222
-10.0,1,368.726014
-10.0,1,368.745951
-10.0,1,368.786442
-10.0,1,368.805806
-10.0,1,368.833048
-10.0,1,368.854611
-10.0,1,368.880723
-10.0,1,368.902934
-10.0,1,368.927634
-10.0,1,368.949379
-10.0,1,368.977132
-10.0,1,368.999118
-10.0,1,369.02859
-10.0,1,369.050505
-10.0,1,369.080762
-10.0,1,369.105437
-10.0,1,369.130092
-10.0,1,369.150579
-10.0,1,369.178868
-10.0,1,369.203529
-10.0,1,369.235415
-10.0,1,369.258226
-10.0,1,369.291208
-10.0,1,369.310491
-10.0,1,369.367135
-10.0,1,369.422167
-10.0,1,369.478162
-10.0,1,369.498986
-10.0,1,369.529677
-10.0,1,369.557879
-10.0,1,369.625207
-10.0,1,369.656858
-10.0,1,369.698851
-10.0,1,369.733271
-10.0,1,369.781862
-10.0,1,369.809198
-10.0,1,369.847613
-10.0,1,369.866605
-10.0,1,369.898136
-10.0,1,369.919683
-10.0,1,369.958557
-10.0,1,369.977784
-10.0,1,370.009156
-10.0,1,370.027711
-10.0,1,370.066237
-10.0,1,370.091377
-10.0,1,370.120446
-10.0,1,370.142715
-10.0,1,370.180341
-10.0,1,370.215044
-10.0,1,370.267445
-10.0,1,370.321146
-10.0,1,370.351149
-10.0,1,370.369838
-10.0,1,370.398449
-10.0,1,370.417722
-10.0,1,370.448317
-10.0,1,370.472966
-10.0,1,370.506272
-10.0,1,370.524585
-10.0,1,370.569497
-10.0,1,370.596412
-10.0,1,370.625785
-10.0,1,370.646286
-10.0,1,370.67609
-10.0,1,370.700382
-10.0,1,370.761512
-10.0,1,370.785246
-10.0,1,370.821145
-10.0,1,370.879416
-10.0,1,370.947497
-10.0,1,370.976875
-10.0,1,371.014447
-10.0,1,371.06205
-10.0,1,371.111999
-10.0,1,371.142039
-10.0,1,371.174932
-10.0,1,371.209168
-10.0,1,371.252878
-10.0,1,371.312059
-10.0,1,371.334451
-10.0,1,371.354242
-10.0,1,371.382157
-10.0,1,371.405223
-10.0,1,371.431762
-10.0,1,371.45145
-10.0,1,371.480857
-10.0,1,371.51992
-10.0,1,371.556275
-10.0,1,371.580565
-10.0,1,371.614846
-10.0,1,371.63464
-10.0,1,371.663254
-10.0,1,371.680995
-10.0,1,371.71702
-10.0,1,371.745694
-10.0,1,371.777871
-10.0,1,371.798273
-10.0,1,371.830546
-10.0,1,371.861946
-10.0,1,371.92813
-10.0,1,371.963184
-10.0,1,372.002953
-10.0,1,372.048008
-10.0,1,372.082937
-10.0,1,372.106383
-10.0,1,372.18234
-10.0,1,372.313382
-10.0,1,372.360871
-10.0,1,372.382764
-10.0,1,372.417598
-10.0,1,372.435887
-10.0,1,372.47485
-10.0,1,372.499647
-10.0,1,372.558934
-10.0,1,372.588384
-10.0,1,372.631089
-10.0,1,372.65776
-10.0,1,372.709791
-10.0,1,372.741789
-10.0,1,372.786039
-10.0,1,372.817976
-10.0,1,372.870341
-10.0,1,372.899573
-10.0,1,372.931971
-10.0,1,372.954353
-10.0,1,372.994606
-10.0,1,373.017299
-10.0,1,373.05608
-10.0,1,373.07548
-10.0,1,373.110386
-10.0,1,373.13075
-10.0,1,373.158962
-10.0,1,373.179649
-10.0,1,373.225356
-10.0,1,373.247185
-10.0,1,373.279074
-10.0,1,373.299935
-10.0,1,373.335763
-10.0,1,373.351292
-10.0,1,373.373749
-10.0,1,373.400861
-10.0,1,373.432763
-10.0,1,373.456483
-10.0,1,373.485186
-10.0,1,373.503227
-10.0,1,373.5339
-10.0,1,373.551523
-10.0,1,373.574522
-10.0,1,373.591802
-10.0,1,373.617933
-10.0,1,373.642571
-10.0,1,373.671951
-10.0,1,373.691756
-10.0,1,373.71942
-10.0,1,373.745485
-10.0,1,373.769625
-10.0,1,373.790327
-10.0,1,373.853131
-10.0,1,373.886948
-10.0,1,373.91603
-10.0,1,373.938767
-10.0,1,373.967442
-10.0,1,373.985677
-10.0,1,374.010351
-10.0,1,374.02811
-10.0,1,374.062668
-10.0,1,374.080715
-10.0,1,374.104701
-10.0,1,374.121532
-10.0,1,374.155065
-10.0,1,374.179848
-10.0,1,374.212477
-10.0,1,374.230429
-10.0,1,374.266908
-10.0,1,374.291671
-10.0,1,374.326113
-10.0,1,374.343133
-10.0,1,374.371192
-10.0,1,374.390543
-10.0,1,374.422038
-10.0,1,374.446648
-10.0,1,374.479825
-10.0,1,374.498101
-10.0,1,374.520651
-10.0,1,374.54159
-10.0,1,374.56919
-10.0,1,374.590553
-10.0,1,374.616563
-10.0,1,374.635506
-10.0,1,374.662689
-10.0,1,374.684746
-10.0,1,374.708314
-10.0,1,374.7255
-10.0,1,374.757447
-10.0,1,374.774145
-10.0,1,374.80259
-10.0,1,374.826665
-10.0,1,374.855603
-10.0,1,374.87238
-10.0,1,374.905236
-10.0,1,374.921998
-10.0,1,374.952085
-10.0,1,374.96994
-10.0,1,374.999102
-10.0,1,375.016572
-10.0,1,375.063001
-10.0,1,375.080651
-10.0,1,375.117677
-10.0,1,375.139357
-10.0,1,375.166795
-10.0,1,375.185972
-10.0,1,375.213396
-10.0,1,375.233106
-10.0,1,375.259381
-10.0,1,375.281153
-10.0,1,375.360001
-10.0,1,375.401003
-10.0,1,375.549067
-10.0,1,375.592785
-10.0,1,375.650809
-10.0,1,375.672817
-10.0,1,375.718496
-10.0,1,375.745458
-10.0,1,375.777565
-10.0,1,375.799362
-10.0,1,375.831726
-10.0,1,375.8575
-10.0,1,375.890692
-10.0,1,375.909651
-10.0,1,375.941731
-10.0,1,375.963561
-10.0,1,375.996019
-10.0,1,376.036677
-10.0,1,376.089569
-10.0,1,376.1087
-10.0,1,376.133673
-10.0,1,376.152022
-10.0,1,376.1854
-10.0,1,376.208565
-10.0,1,376.236196
-10.0,1,376.253153
-10.0,1,376.281959
-10.0,1,376.302871
-10.0,1,376.331236
-10.0,1,376.351992
-10.0,1,376.380271
-10.0,1,376.400284
-10.0,1,376.425324
-10.0,1,376.445868
-10.0,1,376.478398
-10.0,1,376.501618
-10.0,1,376.530895
-10.0,1,376.55423
-10.0,1,376.595082
-10.0,1,376.61574
-10.0,1,376.656403
-10.0,1,376.683511
-10.0,1,376.72299
-10.0,1,376.74518
-10.0,1,376.831921
-10.0,1,376.858038
-10.0,1,376.893486
-10.0,1,376.921856
-10.0,1,376.955111
-10.0,1,376.988344
-10.0,1,377.021374
-10.0,1,377.04139
-10.0,1,377.082039
-10.0,1,377.109718
-10.0,1,377.159793
-10.0,1,377.182155
-10.0,1,377.218527
-10.0,1,377.263892
-10.0,1,377.304514
-10.0,1,377.330121
-10.0,1,377.360522
-10.0,1,377.379499
-10.0,1,377.427918
-10.0,1,377.449382
-10.0,1,377.481295
-10.0,1,377.511669
-10.0,1,377.547009
-10.0,1,377.566955
-10.0,1,377.600014
-10.0,1,377.616805
-10.0,1,377.653146
-10.0,1,377.67017
-10.0,1,377.699797
-10.0,1,377.729134
-10.0,1,377.767341
-10.0,1,377.786616
-10.0,1,377.817431
-10.0,1,377.836168
-10.0,1,377.868049
-10.0,1,377.887184
-10.0,1,377.916834
-10.0,1,377.938162
-10.0,1,377.971105
-10.0,1,377.989468
-10.0,1,378.018518
-10.0,1,378.037262
-10.0,1,378.073542
-10.0,1,378.095745
-10.0,1,378.121443
-10.0,1,378.14174
-10.0,1,378.171996
-10.0,1,378.189864
-10.0,1,378.221234
-10.0,1,378.243402
-10.0,1,378.275046
-10.0,1,378.29722
-10.0,1,378.325052
-10.0,1,378.34519
-10.0,1,378.378708
-10.0,1,378.401281
-10.0,1,378.449551
-10.0,1,378.474027
-10.0,1,378.50649
-10.0,1,378.528539
-10.0,1,378.559432
-10.0,1,378.576627
-10.0,1,378.606281
-10.0,1,378.623424
-10.0,1,378.650033
-10.0,1,378.67181
-10.0,1,378.702598
-10.0,1,378.718981
-10.0,1,378.744183
-10.0,1,378.763741
-10.0,1,378.794553
-10.0,1,378.811656
-10.0,1,378.835837
-10.0,1,378.854857
-10.0,1,378.881927
-10.0,1,378.90431
-10.0,1,378.935738
-10.0,1,378.954915
-10.0,1,378.981446
-10.0,1,379.002288
-10.0,1,379.026419
-10.0,1,379.045377
-10.0,1,379.077857
-10.0,1,379.102644
-10.0,1,379.12558
-10.0,1,379.144054
-10.0,1,379.175393
-10.0,1,379.196851
-10.0,1,379.224378
-10.0,1,379.244336
-10.0,1,379.271739
-10.0,1,379.289842
-10.0,1,379.320028
-10.0,1,379.342392
-10.0,1,379.369489
-10.0,1,379.386645
-10.0,1,379.417628
-10.0,1,379.436264
-10.0,1,379.469363
-10.0,1,379.4892
-10.0,1,379.525004
-10.0,1,379.545833
-10.0,1,379.580237
-10.0,1,379.610027
-10.0,1,379.639603
-10.0,1,379.662477
-10.0,1,379.693639
-10.0,1,379.712611
-10.0,1,379.739673
-10.0,1,379.760846
-10.0,1,379.789954
-10.0,1,379.808911
-10.0,1,379.841236
-10.0,1,379.862806
-10.0,1,379.891192
-10.0,1,379.910646
-10.0,1,379.945456
-10.0,1,379.965607
-10.0,1,379.996782
-10.0,1,380.016541
-10.0,1,380.046222
-10.0,1,380.065833
-10.0,1,380.097097
-10.0,1,380.118602
-10.0,1,380.150174
-10.0,1,380.169969
-10.0,1,380.20846
-10.0,1,380.226332
-10.0,1,380.256254
-10.0,1,380.276125
-10.0,1,380.307712
-10.0,1,380.326409
-10.0,1,380.353326
-10.0,1,380.373339
-10.0,1,380.402497
-10.0,1,380.421191
-10.0,1,380.449726
-10.0,1,380.472627
-10.0,1,380.501438
-10.0,1,380.518419
-10.0,1,380.54579
-10.0,1,380.563202
-10.0,1,380.596558
-10.0,1,380.613512
-10.0,1,380.641279
-10.0,1,380.659151
-10.0,1,380.692426
-10.0,1,380.709743
-10.0,1,380.736195
-10.0,1,380.754021
-10.0,1,380.788605
-10.0,1,380.805125
-10.0,1,380.830716
-10.0,1,380.851589
-10.0,1,380.884466
-10.0,1,380.90477
-10.0,1,380.933794
-10.0,1,380.954068
-10.0,1,380.98912
-10.0,1,381.009693
-10.0,1,381.03933
-10.0,1,381.058068
-10.0,1,381.098573
-10.0,1,381.117011
-10.0,1,381.147645
-10.0,1,381.16815
-10.0,1,381.210835
-10.0,1,381.235375
-10.0,1,381.262153
-10.0,1,381.284247
-10.0,1,381.318337
-10.0,1,381.339353
-10.0,1,381.368715
-10.0,1,381.388503
-10.0,1,381.420241
-10.0,1,381.4412
-10.0,1,381.46974
-10.0,1,381.490526
-10.0,1,381.520919
-10.0,1,381.54236
-10.0,1,381.565948
-10.0,1,381.593219
-10.0,1,381.62498
-10.0,1,381.650301
-10.0,1,381.747924
-10.0,1,381.804938
-10.0,1,381.906806
-10.0,1,381.964771
-10.0,1,381.998322
-10.0,1,382.015123
-10.0,1,382.047432
-10.0,1,382.064831
-10.0,1,382.096697
-10.0,1,382.114666
-10.0,1,382.146436
-10.0,1,382.1661
-10.0,1,382.19474
-10.0,1,382.212255
-10.0,1,382.241885
-10.0,1,382.262498
-10.0,1,382.288211
-10.0,1,382.309264
-10.0,1,382.342075
-10.0,1,382.361335
-10.0,1,382.386935
-10.0,1,382.404516
-10.0,1,382.43488
-10.0,1,382.453145
-10.0,1,382.481062
-10.0,1,382.49988
-10.0,1,382.527029
-10.0,1,382.548058
-10.0,1,382.576678
-10.0,1,382.599614
-10.0,1,382.626407
-10.0,1,382.647102
-10.0,1,382.673125
-10.0,1,382.693381
-10.0,1,382.720045
-10.0,1,382.741475
-10.0,1,382.766191
-10.0,1,382.793981
-10.0,1,382.822613
-10.0,1,382.846075
-10.0,1,382.868566
-10.0,1,382.89185
-10.0,1,382.921635
-10.0,1,382.945096
-10.0,1,382.972682
-10.0,1,382.998392
-10.0,1,383.031107
-10.0,1,383.053784
-10.0,1,383.093459
-10.0,1,383.115942
-10.0,1,383.149188
-10.0,1,383.175086
-10.0,1,383.217147
-10.0,1,383.238576
-10.0,1,383.275792
-10.0,1,383.295885
-10.0,1,383.326032
-10.0,1,383.352311
-10.0,1,383.390919
-10.0,1,383.4147
-10.0,1,383.445892
-10.0,1,383.471492
-10.0,1,383.505971
-10.0,1,383.536386
-10.0,1,383.56524
-10.0,1,383.58722
-10.0,1,383.712482
-10.0,1,383.776308
-10.0,1,383.864233
-10.0,1,383.911013
-10.0,1,384.036029
-10.0,1,384.144311
-10.0,1,384.174119
-10.0,1,384.207544
-10.0,1,384.239006
-10.0,1,384.258905
-10.0,1,384.287879
-10.0,1,384.306165
-10.0,1,384.335794
-10.0,1,384.354587
-10.0,1,384.382555
-10.0,1,384.401411
-10.0,1,384.431875
-10.0,1,384.453773
-10.0,1,384.493504
-10.0,1,384.513859
-10.0,1,384.545845
-10.0,1,384.563498
-10.0,1,384.592187
-10.0,1,384.629402
-10.0,1,384.713303
-10.0,1,384.733332
-10.0,1,384.761575
-10.0,1,384.78131
-10.0,1,384.823529
-10.0,1,384.850921
-10.0,1,384.877318
-10.0,1,384.903805
-10.0,1,384.929852
-10.0,1,384.950933
-10.0,1,384.977483
-10.0,1,384.995824
-10.0,1,385.033841
-10.0,1,385.063081
-10.0,1,385.106858
-10.0,1,385.133378
-10.0,1,385.176529
-10.0,1,385.209974
-10.0,1,385.248425
-10.0,1,385.276877
-10.0,1,385.315734
-10.0,1,385.348974
-10.0,1,385.383049
-10.0,1,385.410737
-10.0,1,385.460609
-10.0,1,385.493936
-10.0,1,385.524625
-10.0,1,385.55064
-10.0,1,385.586688
-10.0,1,385.609143
-10.0,1,385.651768
-10.0,1,385.677348
-10.0,1,385.728395
-10.0,1,385.752981
-10.0,1,385.803984
-10.0,1,385.833169
-10.0,1,385.87472
-10.0,1,385.89577
-10.0,1,385.931777
-10.0,1,385.960688
-10.0,1,385.99712
-10.0,1,386.017475
-10.0,1,386.052456
-10.0,1,386.080178
-10.0,1,386.123129
-10.0,1,386.154264
-10.0,1,386.209285
-10.0,1,386.260725
-10.0,1,386.292162
-10.0,1,386.312501
-10.0,1,386.336559
-10.0,1,386.35919
-10.0,1,386.393978
-10.0,1,386.417053
-10.0,1,386.443719
-10.0,1,386.461431
-10.0,1,386.496472
-10.0,1,386.513712
-10.0,1,386.541352
-10.0,1,386.561448
-10.0,1,386.595227
-10.0,1,386.613142
-10.0,1,386.650801
-10.0,1,386.675322
-10.0,1,386.711115
-10.0,1,386.735064
-10.0,1,386.772673
-10.0,1,386.792497
-10.0,1,386.825129
-10.0,1,386.847053
-10.0,1,386.876859
-10.0,1,386.913121
-10.0,1,386.94522
-10.0,1,386.962826
-10.0,1,386.98876
-10.0,1,387.011225
-10.0,1,387.040817
-10.0,1,387.059284
-10.0,1,387.082248
-10.0,1,387.101935
-10.0,1,387.139435
-10.0,1,387.159368
-10.0,1,387.182449
-10.0,1,387.205842
-10.0,1,387.244539
-10.0,1,387.265914
-10.0,1,387.291208
-10.0,1,387.310087
-10.0,1,387.381507
-10.0,1,387.456298
-10.0,1,387.605608
-10.0,1,387.723719
-10.0,1,388.068137
-10.0,1,388.475667
-10.0,1,388.573199
-10.0,1,388.609314
-10.0,1,388.683527
-10.0,1,388.806101
-10.0,1,388.871898
-10.0,1,388.899925
-10.0,1,388.940443
-10.0,1,388.974069
-10.0,1,389.006522
-10.0,1,389.038781
-10.0,1,389.080023
-10.0,1,389.102978
-10.0,1,389.140043
-10.0,1,389.161734
-10.0,1,389.212199
-10.0,1,389.240604
-10.0,1,389.270821
-10.0,1,389.297604
-10.0,1,389.328826
-10.0,1,389.3521
-10.0,1,389.381911
-10.0,1,389.399825
-10.0,1,389.42927
-10.0,1,389.451379
-10.0,1,389.481704
-10.0,1,389.500574
-10.0,1,389.531069
-10.0,1,389.556888
-10.0,1,389.586266
-10.0,1,389.6071
-10.0,1,389.640253
-10.0,1,389.669665
-10.0,1,389.70091
-10.0,1,389.720165
-10.0,1,389.77213
-10.0,1,389.796312
-10.0,1,389.82351
-10.0,1,389.847349
-10.0,1,389.883979
-10.0,1,389.946041
-10.0,1,390.039386
-10.0,1,390.095638
-10.0,1,390.202849
-10.0,1,390.258974
-10.0,1,390.290886
-10.0,1,390.320892
-10.0,1,390.349096
-10.0,1,390.370292
-10.0,1,390.396792
-10.0,1,390.417819
-10.0,1,390.446015
-10.0,1,390.469718
-10.0,1,390.495644
-10.0,1,390.517025
-10.0,1,390.547682
-10.0,1,390.568684
-10.0,1,390.598493
-10.0,1,390.617512
-10.0,1,390.646753
-10.0,1,390.663869
-10.0,1,390.702094
-10.0,1,390.72301
-10.0,1,390.753798
-10.0,1,390.770672
-10.0,1,390.815404
-10.0,1,390.848973
-10.0,1,390.881571
-10.0,1,390.914519
-10.0,1,390.954233
-10.0,1,391.000931
-10.0,1,391.036591
-10.0,1,391.065437
-10.0,1,391.098842
-10.0,1,391.115301
-10.0,1,391.145135
-10.0,1,391.162522
-10.0,1,391.185941
-10.0,1,391.204157
-10.0,1,391.233357
-10.0,1,391.253385
-10.0,1,391.278531
-10.0,1,391.295777
-10.0,1,391.32562
-10.0,1,391.344544
-10.0,1,391.373305
-10.0,1,391.389329
-10.0,1,391.413704
-10.0,1,391.430933
-10.0,1,391.458688
-10.0,1,391.47868
-10.0,1,391.510188
-10.0,1,391.530756
-10.0,1,391.558947
-10.0,1,391.577771
-10.0,1,391.607166
-10.0,1,391.627906
-10.0,1,391.654311
-10.0,1,391.675548
-10.0,1,391.704909
-10.0,1,391.72335
-10.0,1,391.747672
-10.0,1,391.76774
-10.0,1,391.805306
-10.0,1,391.827858
-10.0,1,391.853155
-10.0,1,391.874341
-10.0,1,391.902719
-10.0,1,391.92016
-10.0,1,391.944357
-10.0,1,391.962065
-10.0,1,391.990542
-10.0,1,392.010131
-10.0,1,392.033691
-10.0,1,392.061776
-10.0,1,392.091801
-10.0,1,392.110469
-10.0,1,392.139186
-10.0,1,392.159807
-10.0,1,392.203292
-10.0,1,392.227107
-10.0,1,392.255506
-10.0,1,392.273537
-10.0,1,392.306071
-10.0,1,392.332706
-10.0,1,392.358116
-10.0,1,392.377253
-10.0,1,392.417318
-10.0,1,392.433848
-10.0,1,392.457966
-10.0,1,392.477863
-10.0,1,392.507789
-10.0,1,392.52848
-10.0,1,392.574504
-10.0,1,392.592988
-10.0,1,392.621374
-10.0,1,392.639591
-10.0,1,392.667328
-10.0,1,392.688792
-10.0,1,392.729753
-10.0,1,392.74718
-10.0,1,392.77149
-10.0,1,392.789873
-10.0,1,392.820782
-10.0,1,392.849277
-10.0,1,392.881174
-10.0,1,392.905212
-10.0,1,392.933585
-10.0,1,392.950027
-10.0,1,392.973183
-10.0,1,392.990451
-10.0,1,393.017362
-10.0,1,393.038173
-10.0,1,393.063122
-10.0,1,393.080534
-10.0,1,393.109226
-10.0,1,393.129529
-10.0,1,393.153659
-10.0,1,393.170766
-10.0,1,393.205469
-10.0,1,393.238664
-10.0,1,393.267801
-10.0,1,393.284505
-10.0,1,393.311863
-10.0,1,393.330132
-10.0,1,393.359425
-10.0,1,393.377392
-10.0,1,393.408603
-10.0,1,393.427644
-10.0,1,393.456361
-10.0,1,393.476768
-10.0,1,393.507771
-10.0,1,393.528757
-10.0,1,393.558671
-10.0,1,393.579482
-10.0,1,393.609688
-10.0,1,393.630513
-10.0,1,393.665026
-10.0,1,393.683349
-10.0,1,393.712136
-10.0,1,393.730042
-10.0,1,393.756189
-10.0,1,393.775536
-10.0,1,393.802682
-10.0,1,393.820325
-10.0,1,393.849147
-10.0,1,393.868454
-10.0,1,393.897819
-10.0,1,393.916596
-10.0,1,393.941784
-10.0,1,393.960732
-10.0,1,393.991275
-10.0,1,394.008868
-10.0,1,394.033389
-10.0,1,394.051609
-10.0,1,394.079721
-10.0,1,394.09721
-10.0,1,394.120798
-10.0,1,394.13799
-10.0,1,394.164712
-10.0,1,394.184323
-10.0,1,394.208228
-10.0,1,394.225864
-10.0,1,394.252275
-10.0,1,394.270362
-10.0,1,394.297339
-10.0,1,394.316632
-10.0,1,394.343672
-10.0,1,394.366074
-10.0,1,394.391695
-10.0,1,394.410491
-10.0,1,394.435498
-10.0,1,394.450773
-10.0,1,394.476535
-10.0,1,394.494505
-10.0,1,394.519703
-10.0,1,394.536443
-10.0,1,394.558988
-10.0,1,394.576815
-10.0,1,394.605724
-10.0,1,394.622234
-10.0,1,394.670583
-10.0,1,394.688311
-10.0,1,394.71628
-10.0,1,394.733432
-10.0,1,394.757776
-10.0,1,394.775346
-10.0,1,394.804537
-10.0,1,394.822463
-10.0,1,394.847303
-10.0,1,394.865814
-10.0,1,394.895895
-10.0,1,394.919708
-10.0,1,394.94692
-10.0,1,394.968145
-10.0,1,395.001911
-10.0,1,395.025502
-10.0,1,395.053281
-10.0,1,395.076418
-10.0,1,395.113468
-10.0,1,395.135241
-10.0,1,395.166527
-10.0,1,395.192754
-10.0,1,395.228757
-10.0,1,395.250572
-10.0,1,395.278112
-10.0,1,395.300008
-10.0,1,395.336396
-10.0,1,395.362326
-10.0,1,395.394001
-10.0,1,395.416774
-10.0,1,395.446555
-10.0,1,395.468436
-10.0,1,395.49762
-10.0,1,395.518625
-10.0,1,395.55135
-10.0,1,395.573634
-10.0,1,395.597506
-10.0,1,395.618565
