Step,Reward,Phase,Contact,GraspForce,CubeHeight,StableSteps
601,13.900000,grasp,True,0.600,0.050,0
602,13.900000,grasp,True,0.600,0.050,0
603,13.900000,grasp,True,0.600,0.050,0
604,13.900000,grasp,True,0.600,0.050,0
605,13.900000,grasp,True,0.600,0.050,0
606,13.900000,grasp,True,0.600,0.050,0
607,13.900000,grasp,True,0.600,0.050,0
608,13.900000,grasp,True,0.600,0.050,0
609,13.900000,grasp,True,0.600,0.050,0
610,13.900000,grasp,True,0.600,0.050,0
611,13.900000,grasp,True,0.600,0.050,0
612,13.900000,grasp,True,0.600,0.050,0
613,13.900000,grasp,True,0.600,0.050,0
614,13.900000,grasp,True,0.600,0.050,0
615,13.900000,grasp,True,0.600,0.050,0
616,13.900000,grasp,True,0.600,0.050,0
617,13.900000,grasp,True,0.600,0.050,0
618,13.900000,grasp,True,0.600,0.050,0
619,13.900000,grasp,True,0.600,0.050,0
620,13.900000,grasp,True,0.600,0.050,0
621,13.900000,grasp,True,0.600,0.050,0
622,13.900000,grasp,True,0.600,0.050,0
623,13.900000,grasp,True,0.600,0.050,0
624,13.900000,grasp,True,0.600,0.050,0
625,13.900000,grasp,True,0.600,0.050,0
626,13.900000,grasp,True,0.600,0.050,0
627,13.900000,grasp,True,0.600,0.050,0
628,13.900000,grasp,True,0.600,0.050,0
629,13.900000,grasp,True,0.600,0.050,0
630,13.900000,grasp,True,0.600,0.050,0
631,13.900000,grasp,True,0.600,0.050,0
632,13.900000,grasp,True,0.600,0.050,0
633,13.900000,grasp,True,0.600,0.050,0
634,13.900000,grasp,True,0.600,0.050,0
635,13.900000,grasp,True,0.600,0.050,0
636,13.900000,grasp,True,0.600,0.050,0
637,13.900000,grasp,True,0.600,0.050,0
638,13.900000,grasp,True,0.600,0.050,0
639,13.900000,grasp,True,0.600,0.050,0
640,13.900000,grasp,True,0.600,0.050,0
641,13.900000,grasp,True,0.600,0.050,0
642,13.900000,grasp,True,0.600,0.050,0
643,13.900000,grasp,True,0.600,0.050,0
644,13.900000,grasp,True,0.600,0.050,0
645,13.900000,grasp,True,0.600,0.050,0
646,13.900000,grasp,True,0.600,0.050,0
647,13.900000,grasp,True,0.600,0.050,0
648,13.900000,grasp,True,0.600,0.050,0
649,13.900000,grasp,True,0.600,0.050,0
650,13.900000,grasp,True,0.600,0.050,0
651,13.900000,grasp,True,0.600,0.050,0
652,13.900000,grasp,True,0.600,0.050,0
653,13.900000,grasp,True,0.600,0.050,0
654,13.900000,grasp,True,0.600,0.050,0
655,13.900000,grasp,True,0.600,0.050,0
656,13.900000,grasp,True,0.600,0.050,0
657,13.900000,grasp,True,0.600,0.050,0
658,13.900000,grasp,True,0.600,0.050,0
659,13.900000,grasp,True,0.600,0.050,0
660,13.900000,grasp,True,0.600,0.050,0
661,13.900000,grasp,True,0.600,0.050,0
662,13.900000,grasp,True,0.600,0.050,0
663,13.900000,grasp,True,0.600,0.050,0
664,13.900000,grasp,True,0.600,0.050,0
665,13.900000,grasp,True,0.600,0.050,0
666,13.900000,grasp,True,0.600,0.050,0
667,13.900000,grasp,True,0.600,0.050,0
668,13.900000,grasp,True,0.600,0.050,0
669,13.900000,grasp,True,0.600,0.050,0
670,13.900000,grasp,True,0.600,0.050,0
671,13.900000,grasp,True,0.600,0.050,0
672,13.900000,grasp,True,0.600,0.050,0
673,13.900000,grasp,True,0.600,0.050,0
674,13.900000,grasp,True,0.600,0.050,0
675,13.900000,grasp,True,0.600,0.050,0
676,13.900000,grasp,True,0.600,0.050,0
677,13.900000,grasp,True,0.600,0.050,0
678,13.900000,grasp,True,0.600,0.050,0
679,13.900000,grasp,True,0.600,0.050,0
680,13.900000,grasp,True,0.600,0.050,0
681,13.900000,grasp,True,0.600,0.050,0
682,13.900000,grasp,True,0.600,0.050,0
683,13.900000,grasp,True,0.600,0.050,0
684,13.900000,grasp,True,0.600,0.050,0
685,13.900000,grasp,True,0.600,0.050,0
686,13.900000,grasp,True,0.600,0.050,0
687,13.900000,grasp,True,0.600,0.050,0
688,13.900000,grasp,True,0.600,0.050,0
689,13.900000,grasp,True,0.600,0.050,0
690,13.900000,grasp,True,0.600,0.050,0
691,13.900000,grasp,True,0.600,0.050,0
692,13.900000,grasp,True,0.600,0.050,0
693,13.900000,grasp,True,0.600,0.050,0
694,13.900000,grasp,True,0.600,0.050,0
695,13.900000,grasp,True,0.600,0.050,0
696,13.900000,grasp,True,0.600,0.050,0
697,13.900000,grasp,True,0.600,0.050,0
698,13.900000,grasp,True,0.600,0.050,0
699,13.900000,grasp,True,0.600,0.050,0
700,13.900000,grasp,True,0.600,0.050,0
701,13.900000,grasp,True,0.600,0.050,0
702,13.900000,grasp,True,0.600,0.050,0
703,13.900000,grasp,True,0.600,0.050,0
704,13.900000,grasp,True,0.600,0.050,0
705,13.900000,grasp,True,0.600,0.050,0
706,13.900000,grasp,True,0.600,0.050,0
707,13.900000,grasp,True,0.600,0.050,0
708,13.900000,grasp,True,0.600,0.050,0
709,13.900000,grasp,True,0.600,0.050,0
710,13.900000,grasp,True,0.600,0.050,0
711,13.900000,grasp,True,0.600,0.050,0
712,13.900000,grasp,True,0.600,0.050,0
713,13.900000,grasp,True,0.600,0.050,0
714,13.900000,grasp,True,0.600,0.050,0
715,13.900000,grasp,True,0.600,0.050,0
716,13.900000,grasp,True,0.600,0.050,0
717,13.900000,grasp,True,0.600,0.050,0
718,13.900000,grasp,True,0.600,0.050,0
719,13.900000,grasp,True,0.600,0.050,0
720,13.900000,grasp,True,0.600,0.050,0
721,13.900000,grasp,True,0.600,0.050,0
722,13.900000,grasp,True,0.600,0.050,0
723,13.900000,grasp,True,0.600,0.050,0
724,13.900000,grasp,True,0.600,0.050,0
725,13.900000,grasp,True,0.600,0.050,0
726,13.900000,grasp,True,0.600,0.050,0
727,13.900000,grasp,True,0.600,0.050,0
728,13.900000,grasp,True,0.600,0.050,0
729,13.900000,grasp,True,0.600,0.050,0
730,13.900000,grasp,True,0.600,0.050,0
731,13.900000,grasp,True,0.600,0.050,0
732,13.900000,grasp,True,0.600,0.050,0
733,13.900000,grasp,True,0.600,0.050,0
734,13.900000,grasp,True,0.600,0.050,0
735,13.900000,grasp,True,0.600,0.050,0
736,13.900000,grasp,True,0.600,0.050,0
737,13.900000,grasp,True,0.600,0.050,0
738,13.900000,grasp,True,0.600,0.050,0
739,13.900000,grasp,True,0.600,0.050,0
740,13.900000,grasp,True,0.600,0.050,0
741,13.900000,grasp,True,0.600,0.050,0
742,13.900000,grasp,True,0.600,0.050,0
743,13.900000,grasp,True,0.600,0.050,0
744,13.900000,grasp,True,0.600,0.050,0
745,13.900000,grasp,True,0.600,0.050,0
746,13.900000,grasp,True,0.600,0.050,0
747,13.900000,grasp,True,0.600,0.050,0
748,13.900000,grasp,True,0.600,0.050,0
749,13.900000,grasp,True,0.600,0.050,0
750,13.900000,grasp,True,0.600,0.050,0
751,13.900000,grasp,True,0.600,0.050,0
752,13.900000,grasp,True,0.600,0.050,0
753,13.900000,grasp,True,0.600,0.050,0
754,13.900000,grasp,True,0.600,0.050,0
755,13.900000,grasp,True,0.600,0.050,0
756,13.900000,grasp,True,0.600,0.050,0
757,13.900000,grasp,True,0.600,0.050,0
758,13.900000,grasp,True,0.600,0.050,0
759,13.900000,grasp,True,0.600,0.050,0
760,13.900000,grasp,True,0.600,0.050,0
761,13.900000,grasp,True,0.600,0.050,0
762,13.900000,grasp,True,0.600,0.050,0
763,13.900000,grasp,True,0.600,0.050,0
764,13.900000,grasp,True,0.600,0.050,0
765,13.900000,grasp,True,0.600,0.050,0
766,13.900000,grasp,True,0.600,0.050,0
767,13.900000,grasp,True,0.600,0.050,0
768,13.900000,grasp,True,0.600,0.050,0
769,13.900000,grasp,True,0.600,0.050,0
770,13.900000,grasp,True,0.600,0.050,0
771,13.900000,grasp,True,0.600,0.050,0
772,13.900000,grasp,True,0.600,0.050,0
773,13.900000,grasp,True,0.600,0.050,0
774,13.900000,grasp,True,0.600,0.050,0
775,13.900000,grasp,True,0.600,0.050,0
776,13.900000,grasp,True,0.600,0.050,0
777,13.900000,grasp,True,0.600,0.050,0
778,13.900000,grasp,True,0.600,0.050,0
779,13.900000,grasp,True,0.600,0.050,0
780,13.900000,grasp,True,0.600,0.050,0
781,13.900000,grasp,True,0.600,0.050,0
782,13.900000,grasp,True,0.600,0.050,0
783,13.900000,grasp,True,0.600,0.050,0
784,13.900000,grasp,True,0.600,0.050,0
785,13.900000,grasp,True,0.600,0.050,0
786,13.900000,grasp,True,0.600,0.050,0
787,13.900000,grasp,True,0.600,0.050,0
788,13.900000,grasp,True,0.600,0.050,0
789,13.900000,grasp,True,0.600,0.050,0
790,13.900000,grasp,True,0.600,0.050,0
791,13.900000,grasp,True,0.600,0.050,0
792,13.900000,grasp,True,0.600,0.050,0
793,13.900000,grasp,True,0.600,0.050,0
794,13.900000,grasp,True,0.600,0.050,0
795,13.900000,grasp,True,0.600,0.050,0
796,13.900000,grasp,True,0.600,0.050,0
797,13.900000,grasp,True,0.600,0.050,0
798,13.900000,grasp,True,0.600,0.050,0
799,13.900000,grasp,True,0.600,0.050,0
800,13.900000,grasp,True,0.600,0.050,0
801,13.900000,grasp,True,0.600,0.050,0
802,13.900000,grasp,True,0.600,0.050,0
803,13.900000,grasp,True,0.600,0.050,0
804,13.900000,grasp,True,0.600,0.050,0
805,13.900000,grasp,True,0.600,0.050,0
806,13.900000,grasp,True,0.600,0.050,0
807,13.900000,grasp,True,0.600,0.050,0
808,13.900000,grasp,True,0.600,0.050,0
809,13.900000,grasp,True,0.600,0.050,0
810,13.900000,grasp,True,0.600,0.050,0
811,13.900000,grasp,True,0.600,0.050,0
812,13.900000,grasp,True,0.600,0.050,0
813,13.900000,grasp,True,0.600,0.050,0
814,13.900000,grasp,True,0.600,0.050,0
815,13.900000,grasp,True,0.600,0.050,0
816,13.900000,grasp,True,0.600,0.050,0
817,13.900000,grasp,True,0.600,0.050,0
818,13.900000,grasp,True,0.600,0.050,0
819,13.900000,grasp,True,0.600,0.050,0
820,13.900000,grasp,True,0.600,0.050,0
821,13.900000,grasp,True,0.600,0.050,0
822,13.900000,grasp,True,0.600,0.050,0
823,13.900000,grasp,True,0.600,0.050,0
824,13.900000,grasp,True,0.600,0.050,0
825,13.900000,grasp,True,0.600,0.050,0
826,13.900000,grasp,True,0.600,0.050,0
827,13.900000,grasp,True,0.600,0.050,0
828,13.900000,grasp,True,0.600,0.050,0
829,13.900000,grasp,True,0.600,0.050,0
830,13.900000,grasp,True,0.600,0.050,0
831,13.900000,grasp,True,0.600,0.050,0
832,13.900000,grasp,True,0.600,0.050,0
833,13.900000,grasp,True,0.600,0.050,0
834,13.900000,grasp,True,0.600,0.050,0
835,13.900000,grasp,True,0.600,0.050,0
836,13.900000,grasp,True,0.600,0.050,0
837,13.900000,grasp,True,0.600,0.050,0
838,13.900000,grasp,True,0.600,0.050,0
839,13.900000,grasp,True,0.600,0.050,0
840,13.900000,grasp,True,0.600,0.050,0
841,13.900000,grasp,True,0.600,0.050,0
842,13.900000,grasp,True,0.600,0.050,0
843,13.900000,grasp,True,0.600,0.050,0
844,13.900000,grasp,True,0.600,0.050,0
845,13.900000,grasp,True,0.600,0.050,0
846,13.900000,grasp,True,0.600,0.050,0
847,13.900000,grasp,True,0.600,0.050,0
848,13.900000,grasp,True,0.600,0.050,0
849,13.900000,grasp,True,0.600,0.050,0
850,13.900000,grasp,True,0.600,0.050,0
851,13.900000,grasp,True,0.600,0.050,0
852,13.900000,grasp,True,0.600,0.050,0
853,13.900000,grasp,True,0.600,0.050,0
854,13.900000,grasp,True,0.600,0.050,0
855,13.900000,grasp,True,0.600,0.050,0
856,13.900000,grasp,True,0.600,0.050,0
857,13.900000,grasp,True,0.600,0.050,0
858,13.900000,grasp,True,0.600,0.050,0
859,13.900000,grasp,True,0.600,0.050,0
860,13.900000,grasp,True,0.600,0.050,0
861,13.900000,grasp,True,0.600,0.050,0
862,13.900000,grasp,True,0.600,0.050,0
863,13.900000,grasp,True,0.600,0.050,0
864,13.900000,grasp,True,0.600,0.050,0
865,13.900000,grasp,True,0.600,0.050,0
866,13.900000,grasp,True,0.600,0.050,0
867,13.900000,grasp,True,0.600,0.050,0
868,13.900000,grasp,True,0.600,0.050,0
869,13.900000,grasp,True,0.600,0.050,0
870,13.900000,grasp,True,0.600,0.050,0
871,13.900000,grasp,True,0.600,0.050,0
872,13.900000,grasp,True,0.600,0.050,0
873,13.900000,grasp,True,0.600,0.050,0
874,13.900000,grasp,True,0.600,0.050,0
875,13.900000,grasp,True,0.600,0.050,0
876,13.900000,grasp,True,0.600,0.050,0
877,13.900000,grasp,True,0.600,0.050,0
878,13.900000,grasp,True,0.600,0.050,0
879,13.900000,grasp,True,0.600,0.050,0
880,13.900000,grasp,True,0.600,0.050,0
881,13.900000,grasp,True,0.600,0.050,0
882,13.900000,grasp,True,0.600,0.050,0
883,13.900000,grasp,True,0.600,0.050,0
884,13.900000,grasp,True,0.600,0.050,0
885,13.900000,grasp,True,0.600,0.050,0
886,13.900000,grasp,True,0.600,0.050,0
887,13.900000,grasp,True,0.600,0.050,0
888,13.900000,grasp,True,0.600,0.050,0
889,13.900000,grasp,True,0.600,0.050,0
890,13.900000,grasp,True,0.600,0.050,0
891,13.900000,grasp,True,0.600,0.050,0
892,13.900000,grasp,True,0.600,0.050,0
893,13.900000,grasp,True,0.600,0.050,0
894,13.900000,grasp,True,0.600,0.050,0
895,13.900000,grasp,True,0.600,0.050,0
896,13.900000,grasp,True,0.600,0.050,0
897,13.900000,grasp,True,0.600,0.050,0
898,13.900000,grasp,True,0.600,0.050,0
899,13.900000,grasp,True,0.600,0.050,0
900,13.900000,grasp,True,0.600,0.050,0
901,13.900000,grasp,True,0.600,0.050,0
902,13.900000,grasp,True,0.600,0.050,0
903,13.900000,grasp,True,0.600,0.050,0
904,13.900000,grasp,True,0.600,0.050,0
905,13.900000,grasp,True,0.600,0.050,0
906,13.900000,grasp,True,0.600,0.050,0
907,13.900000,grasp,True,0.600,0.050,0
908,13.900000,grasp,True,0.600,0.050,0
909,13.900000,grasp,True,0.600,0.050,0
910,13.900000,grasp,True,0.600,0.050,0
911,13.900000,grasp,True,0.600,0.050,0
912,13.900000,grasp,True,0.600,0.050,0
913,13.900000,grasp,True,0.600,0.050,0
914,13.900000,grasp,True,0.600,0.050,0
915,13.900000,grasp,True,0.600,0.050,0
916,13.900000,grasp,True,0.600,0.050,0
917,13.900000,grasp,True,0.600,0.050,0
918,13.900000,grasp,True,0.600,0.050,0
919,13.900000,grasp,True,0.600,0.050,0
920,13.900000,grasp,True,0.600,0.050,0
921,13.900000,grasp,True,0.600,0.050,0
922,13.900000,grasp,True,0.600,0.050,0
923,13.900000,grasp,True,0.600,0.050,0
924,13.900000,grasp,True,0.600,0.050,0
925,13.900000,grasp,True,0.600,0.050,0
926,13.900000,grasp,True,0.600,0.050,0
927,13.900000,grasp,True,0.600,0.050,0
928,13.900000,grasp,True,0.600,0.050,0
929,13.900000,grasp,True,0.600,0.050,0
930,13.900000,grasp,True,0.600,0.050,0
931,13.900000,grasp,True,0.600,0.050,0
932,13.900000,grasp,True,0.600,0.050,0
933,13.900000,grasp,True,0.600,0.050,0
934,13.900000,grasp,True,0.600,0.050,0
935,13.900000,grasp,True,0.600,0.050,0
936,13.900000,grasp,True,0.600,0.050,0
937,13.900000,grasp,True,0.600,0.050,0
938,13.900000,grasp,True,0.600,0.050,0
939,13.900000,grasp,True,0.600,0.050,0
940,13.900000,grasp,True,0.600,0.050,0
941,13.900000,grasp,True,0.600,0.050,0
942,13.900000,grasp,True,0.600,0.050,0
943,13.900000,grasp,True,0.600,0.050,0
944,13.900000,grasp,True,0.600,0.050,0
945,13.900000,grasp,True,0.600,0.050,0
946,13.900000,grasp,True,0.600,0.050,0
947,13.900000,grasp,True,0.600,0.050,0
948,13.900000,grasp,True,0.600,0.050,0
949,13.900000,grasp,True,0.600,0.050,0
950,13.900000,grasp,True,0.600,0.050,0
951,13.900000,grasp,True,0.600,0.050,0
952,13.900000,grasp,True,0.600,0.050,0
953,13.900000,grasp,True,0.600,0.050,0
954,13.900000,grasp,True,0.600,0.050,0
955,13.900000,grasp,True,0.600,0.050,0
956,13.900000,grasp,True,0.600,0.050,0
957,13.900000,grasp,True,0.600,0.050,0
958,13.900000,grasp,True,0.600,0.050,0
959,13.900000,grasp,True,0.600,0.050,0
960,13.900000,grasp,True,0.600,0.050,0
961,13.900000,grasp,True,0.600,0.050,0
962,13.900000,grasp,True,0.600,0.050,0
963,13.900000,grasp,True,0.600,0.050,0
964,13.900000,grasp,True,0.600,0.050,0
965,13.900000,grasp,True,0.600,0.050,0
966,13.900000,grasp,True,0.600,0.050,0
967,13.900000,grasp,True,0.600,0.050,0
968,13.900000,grasp,True,0.600,0.050,0
969,13.900000,grasp,True,0.600,0.050,0
970,13.900000,grasp,True,0.600,0.050,0
971,13.900000,grasp,True,0.600,0.050,0
972,13.900000,grasp,True,0.600,0.050,0
973,13.900000,grasp,True,0.600,0.050,0
974,13.900000,grasp,True,0.600,0.050,0
975,13.900000,grasp,True,0.600,0.050,0
976,13.900000,grasp,True,0.600,0.050,0
977,13.900000,grasp,True,0.600,0.050,0
978,13.900000,grasp,True,0.600,0.050,0
979,13.900000,grasp,True,0.600,0.050,0
980,13.900000,grasp,True,0.600,0.050,0
981,13.900000,grasp,True,0.600,0.050,0
982,13.900000,grasp,True,0.600,0.050,0
983,13.900000,grasp,True,0.600,0.050,0
984,13.900000,grasp,True,0.600,0.050,0
985,13.900000,grasp,True,0.600,0.050,0
986,13.900000,grasp,True,0.600,0.050,0
987,13.900000,grasp,True,0.600,0.050,0
988,13.900000,grasp,True,0.600,0.050,0
989,13.900000,grasp,True,0.600,0.050,0
990,13.900000,grasp,True,0.600,0.050,0
991,13.900000,grasp,True,0.600,0.050,0
992,13.900000,grasp,True,0.600,0.050,0
993,13.900000,grasp,True,0.600,0.050,0
994,13.900000,grasp,True,0.600,0.050,0
995,13.900000,grasp,True,0.600,0.050,0
996,13.900000,grasp,True,0.600,0.050,0
997,13.900000,grasp,True,0.600,0.050,0
998,13.900000,grasp,True,0.600,0.050,0
999,13.900000,grasp,True,0.600,0.050,0
